Timestamp,Open,High,Low,Close,Volume
2022-04-29,65.8700,66.0300,64.4900,64.6100,20137147
2022-05-02,65.2800,65.3100,62.5800,63.4400,24970311
2022-05-03,63.7200,63.9400,62.6700,63.0800,21686339
2022-05-04,63.0000,65.1200,62.9400,65.0300,19654974
2022-05-05,64.6900,65.0300,64.0100,64.5100,20155236
2022-05-06,64.2000,65.3100,64.0700,64.7400,18984019
2022-05-09,64.4700,65.3650,64.0400,64.6100,20055332
2022-05-10,64.5000,65.3200,63.8500,64.0100,21322216
2022-05-11,64.3300,65.2000,63.9600,64.3100,19648404
2022-05-12,64.1600,64.5300,63.2050,64.5100,22574724
2022-05-13,64.8100,65.8000,64.1200,65.7200,16166956
2022-05-16,65.4400,66.3800,65.4400,65.9600,13223177
2022-05-17,66.1000,66.1000,65.0100,65.7800,21300589
2022-05-18,65.4200,65.5200,60.9639,61.2000,31437307
2022-05-19,60.9600,60.9600,59.6600,60.0000,31493882
2022-05-20,60.4900,61.2350,59.6600,60.9800,29133763
2022-05-23,61.6500,63.1000,61.5900,62.8600,19406880
2022-05-24,62.8800,64.1900,62.7500,64.0200,16154240
2022-05-25,64.0000,64.4750,63.6000,64.0700,15360489
2022-05-26,64.0700,65.0950,63.9600,64.3000,16159829
2022-05-27,64.2600,64.8300,64.1400,64.6800,17708983
2022-05-31,64.0800,64.3150,63.0500,63.3800,43159048
2022-06-01,63.4200,63.6800,62.1300,63.0700,15408313
2022-06-02,63.1800,63.7350,62.1100,63.7300,14585979
2022-06-03,63.5700,63.6250,62.8100,62.9700,13539857
2022-06-06,63.3300,63.7700,62.6600,62.8700,15112806
2022-06-07,62.3800,63.3650,62.2200,63.2500,17886319
2022-06-08,62.9900,63.2100,62.5550,62.8900,10211450
2022-06-09,62.8700,63.3500,61.7800,61.8000,13391880
2022-06-10,61.0100,61.8850,60.4601,61.4100,14973493
2022-06-13,60.7500,62.2910,60.6700,61.3400,23064194
2022-06-14,60.7300,60.8900,58.6550,59.2300,24620023
2022-06-15,60.0000,60.6350,58.9700,59.6700,19684697
2022-06-16,58.6400,59.5200,58.2528,59.0700,15053843
2022-06-17,59.7000,60.1250,59.1300,59.4300,34781917
2022-06-21,59.4900,60.8800,59.0100,60.7000,17705019
2022-06-22,60.6000,61.4450,60.3150,61.1500,15209869
2022-06-23,61.3000,61.9100,61.2263,61.8800,17190869
2022-06-24,62.1100,63.0600,62.1100,63.0400,18147070
2022-06-27,62.9800,63.2867,62.6300,62.9100,12142112
2022-06-28,63.0800,63.7600,62.1050,62.2800,13181559
2022-06-29,62.5400,63.1100,62.4300,62.7300,11795511
2022-06-30,62.3200,63.1144,62.1600,62.9100,15514153
2022-07-01,63.1200,64.4500,62.8200,64.3800,15143204
2022-07-05,64.1800,64.1800,62.4150,63.2800,15925029
2022-07-06,63.6000,64.0900,63.1900,63.4100,13450506
2022-07-07,63.2600,63.5800,62.7000,62.9100,14828434
2022-07-08,63.0300,63.4200,62.8800,63.1400,11311461
2022-07-11,62.9900,63.4600,62.5850,62.9400,12704111
2022-07-12,63.0000,63.4500,62.4700,62.6700,14731072
2022-07-13,62.3300,63.0000,61.9811,62.3800,13145291
2022-07-14,61.3300,62.2500,61.3000,62.1800,14433044
2022-07-15,62.7500,62.9700,62.0700,62.5000,21968418
2022-07-18,62.5200,62.5600,61.5100,61.6500,10780844
2022-07-19,62.0900,62.6500,61.9250,62.5300,10998234
2022-07-20,62.4000,62.5800,61.1450,61.5000,11010454
2022-07-21,61.2600,61.8750,60.7900,61.3600,11959622
2022-07-22,61.3800,61.8700,61.3200,61.5900,11644691
2022-07-25,61.5500,62.3000,61.3100,62.1900,14941652
2022-07-26,62.7500,63.8000,62.5300,63.2100,20117950
2022-07-27,62.8800,63.1850,61.7850,63.0100,12142874
2022-07-28,62.9200,64.2450,62.8900,64.0600,10837003
2022-07-29,63.7100,64.2900,63.6300,64.1700,13734236
2022-08-01,64.0900,65.0400,64.0300,64.5200,12831535
2022-08-02,64.5900,64.6000,63.4300,63.6400,15241904
2022-08-03,63.5500,64.0950,63.3100,63.9200,11316985
2022-08-04,63.6400,63.7300,62.9200,63.6700,11795647
2022-08-05,63.6300,63.6300,62.6700,63.3800,10445393
2022-08-08,63.5000,63.8100,62.7500,62.9700,9166673
2022-08-09,63.1800,63.3100,62.8500,63.0500,7910877
2022-08-10,63.6300,63.7900,63.1000,63.6500,8857253
2022-08-11,63.6900,63.9900,63.0800,63.2200,8507766
2022-08-12,63.4300,63.7600,63.0900,63.7000,9489284
2022-08-15,63.6400,64.6900,63.5700,64.5000,9863332
2022-08-16,64.5700,65.2300,64.3300,65.0300,9569616
2022-08-17,64.8300,65.2200,64.7600,64.8800,8144045
2022-08-18,64.9600,65.3500,64.7100,65.2200,6532028
2022-08-19,65.2050,65.4700,64.9600,65.1700,8921062
2022-08-22,64.8400,64.9200,63.9900,64.2000,9087893
2022-08-23,63.8200,64.3700,63.6800,64.2700,8443752
2022-08-24,64.2400,64.5750,64.0500,64.3600,6844730
2022-08-25,64.3600,64.7050,63.9000,64.6700,7913869
2022-08-26,64.7300,64.8000,62.9800,63.1100,10089513
2022-08-29,62.6850,63.0250,62.4100,62.7300,8972384
2022-08-30,62.9100,62.9100,61.9937,62.1500,8456837
2022-08-31,62.3800,62.5300,61.7000,61.7100,14633568
2022-09-01,61.5800,62.0400,61.2900,62.0000,14939684
2022-09-02,62.3900,62.7700,60.8950,61.1500,11809821
2022-09-06,61.2900,61.9650,60.9900,61.1800,12166862
2022-09-07,61.3200,62.4900,61.3200,62.3100,13290711
2022-09-08,62.0800,62.3000,61.3400,62.1200,17193460
2022-09-09,62.1700,62.8800,61.8550,62.3200,11855886
2022-09-12,62.4300,62.8100,62.2700,62.5000,13026935
2022-09-13,62.2000,62.2200,60.2800,60.4700,18532832
2022-09-14,60.6400,61.0800,60.4400,60.7900,12881592
2022-09-15,60.4000,60.4000,59.3600,59.5300,11451927
2022-09-16,59.6600,59.7950,59.1100,59.5400,20493535
2022-09-19,59.3900,60.1000,59.2250,59.9900,12596248
2022-09-20,59.6800,60.0300,59.3150,59.9000,11984607
2022-09-21,60.1400,60.7000,59.3900,59.4000,14165341
2022-09-22,59.5500,59.7300,59.2000,59.2600,11380964
2022-09-23,58.9600,59.1000,58.0000,58.6000,14824047
2022-09-26,58.4900,58.5700,57.6850,57.8700,18670050
2022-09-27,58.0800,58.3700,56.3100,56.3800,23829348
2022-09-28,56.6600,57.2500,55.9100,56.9800,21480149
2022-09-29,57.0900,57.2900,56.0000,56.5700,14570701
2022-09-30,56.8700,57.1300,56.0000,56.0200,16124618
2022-10-03,56.3600,56.8500,56.0600,56.6500,16277620
2022-10-04,56.9500,57.8100,56.4600,56.7800,18861431
2022-10-05,56.5000,56.6500,55.5100,56.2400,14324851
2022-10-06,56.0000,56.1000,54.8700,55.0300,17192843
2022-10-07,54.9900,55.0900,54.2500,54.5100,11479799
2022-10-10,54.6000,54.9600,54.0150,54.3900,10239123
2022-10-11,54.4600,55.2200,54.2400,54.4800,14303920
2022-10-12,55.2300,56.0365,55.0400,55.1400,18377448
2022-10-13,54.4800,56.0800,54.2600,55.8700,16220718
2022-10-14,56.2900,56.4700,54.9400,54.9800,16001400
2022-10-17,55.6300,56.2150,55.5700,55.6900,13721426
2022-10-18,56.3100,56.7800,56.1009,56.4400,11823119
2022-10-19,56.3100,56.5400,55.7300,55.9600,10182286
2022-10-20,55.7700,55.9200,54.9600,55.0800,16905147
2022-10-21,55.0000,56.1050,54.9850,55.9600,15034054
2022-10-24,56.6400,57.7300,56.5700,57.5700,17416681
2022-10-25,59.0400,59.1100,57.7500,58.9500,28829930
2022-10-26,59.0100,59.7800,58.8600,59.3900,15841374
2022-10-27,59.7700,59.8400,59.3750,59.5300,16026117
2022-10-28,59.5700,60.9100,59.4700,60.7600,12888859
2022-10-31,60.5100,60.5700,59.6700,59.8500,14016378
2022-11-01,60.0300,60.2900,59.3700,59.6400,10659459
2022-11-02,59.6400,60.2300,58.7700,58.8100,14551132
2022-11-03,58.1100,58.9972,58.1000,58.7800,9193970
2022-11-04,59.3000,59.5850,58.5600,59.2600,9726126
2022-11-07,59.2600,59.7700,59.2400,59.4900,8849704
2022-11-08,59.7500,59.7900,58.9400,59.6000,10081649
2022-11-09,59.5900,59.6400,58.7510,58.7700,10115159
2022-11-10,60.2500,61.0400,59.6800,60.8800,16804845
2022-11-11,61.3700,61.4500,60.2100,61.3200,18972078
2022-11-14,61.3200,61.7150,60.7100,60.7300,16361026
2022-11-15,61.1300,61.4500,60.0000,60.6300,13295839
2022-11-16,60.7900,61.0300,60.2850,60.5200,14199486
2022-11-17,60.1900,60.7400,60.1300,60.7100,11220301
2022-11-18,60.9900,61.3700,60.8000,61.1400,10415640
2022-11-21,61.4100,62.2100,61.2000,62.0800,15399353
2022-11-22,62.4700,62.5000,62.0538,62.3500,12319641
2022-11-23,62.4900,62.7900,62.3008,62.6300,8990385
2022-11-25,62.7300,62.8100,62.3800,62.6900,5165499
2022-11-28,62.6900,63.1000,62.5600,62.7000,12268004
2022-11-29,62.5200,62.5700,61.9800,62.4800,10969563
2022-11-30,62.0100,63.6800,61.7500,63.6100,30433938
2022-12-01,63.6100,64.1100,63.4300,63.7900,12001356
2022-12-02,63.6100,64.5200,63.4000,64.3500,13643450
2022-12-05,63.4100,63.7950,63.2600,63.4700,9185090
2022-12-06,63.5200,63.8800,63.2250,63.4400,10099529
2022-12-07,63.4500,63.7200,63.2500,63.5400,12307605
2022-12-08,63.6000,63.8500,63.3450,63.8100,9946173
2022-12-09,63.6100,63.8400,63.0900,63.1400,13914856
2022-12-12,63.3000,64.0050,63.0100,63.9700,11647900
2022-12-13,64.5900,64.7000,63.8000,63.9900,17521554
2022-12-14,64.1900,64.6500,63.5700,63.9900,12826650
2022-12-15,63.5900,63.8900,62.4900,63.1100,12213292
2022-12-16,62.7500,63.1400,62.3250,62.7500,33631530
2022-12-19,62.8300,63.4050,62.4700,62.8400,10919725
2022-12-20,62.8219,63.1500,62.7500,62.7900,10286479
2022-12-21,63.0700,64.0500,63.0700,63.8000,10411288
2022-12-22,63.4200,63.5900,62.6450,63.3400,9668107
2022-12-23,63.5000,63.8700,63.2000,63.8200,6463261
2022-12-27,63.9300,64.2900,63.7100,64.2100,7320717
2022-12-28,64.4600,64.6500,63.4850,63.5700,7159417
2022-12-29,63.8000,64.1500,63.7000,63.9500,7169256
2022-12-30,63.9200,63.9200,63.1700,63.6100,7650228
